Report Date,Country name,Cumulative Total,Cumulative Land,Cumulative Sea
15/Jan/2016,Serbia,31633,31633,
16/Jan/2016,Serbia,31961,31961,
17/Jan/2016,Serbia,33910,33910,
18/Jan/2016,Serbia,35231,35231,
19/Jan/2016,Serbia,37484,37484,
20/Jan/2016,Serbia,38548,38548,
21/Jan/2016,Serbia,38812,38812,
22/Jan/2016,Serbia,39880,39880,
23/Jan/2016,Serbia,40874,40874,
24/Jan/2016,Serbia,42643,42643,
25/Jan/2016,Serbia,45472,45472,
26/Jan/2016,Serbia,48439,48439,
27/Jan/2016,Serbia,49956,49956,
28/Jan/2016,Serbia,51791,51791,
29/Jan/2016,Serbia,53825,53825,
30/Jan/2016,Serbia,55335,55335,
31/Jan/2016,Serbia,58464,58464,
01/Feb/2016,Serbia,59080,59080,
02/Feb/2016,Serbia,59983,59983,
03/Feb/2016,Serbia,62763,62763,
04/Feb/2016,Serbia,65285,65285,
05/Feb/2016,Serbia,67870,67870,
06/Feb/2016,Serbia,69709,69709,
07/Feb/2016,Serbia,72633,72633,
08/Feb/2016,Serbia,74901,74901,
09/Feb/2016,Serbia,77214,77214,
10/Feb/2016,Serbia,79189,79189,
11/Feb/2016,Serbia,81670,81670,
12/Feb/2016,Serbia,83297,83297,
13/Feb/2016,Serbia,85144,85144,
14/Feb/2016,Serbia,85728,85728,
15/Feb/2016,Serbia,86299,86299,
16/Feb/2016,Serbia,86679,86679,
17/Feb/2016,Serbia,87008,87008,
18/Feb/2016,Serbia,88087,88087,
19/Feb/2016,Serbia,88647,88647,
20/Feb/2016,Serbia,89132,89132,
21/Feb/2016,Serbia,89144,89144,
22/Feb/2016,Serbia,90691,90691,
23/Feb/2016,Serbia,90812,90812,
24/Feb/2016,Serbia,90833,90833,
25/Feb/2016,Serbia,91308,91308,
26/Feb/2016,Serbia,91308,91308,
27/Feb/2016,Serbia,91464,91464,
28/Feb/2016,Serbia,91892,91892,
29/Feb/2016,Serbia,94605,94605,
01/Mar/2016,Serbia,94970,94970,
02/Mar/2016,Serbia,94976,94976,
03/Mar/2016,Serbia,95404,95404,
04/Mar/2016,Serbia,95622,95622,
05/Mar/2016,Serbia,95737,95737,
06/Mar/2016,Serbia,95973,95973,
07/Mar/2016,Serbia,95973,95973,
08/Mar/2016,Serbia,95973,95973,
09/Mar/2016,Serbia,95973,95973,
10/Mar/2016,Serbia,95973,95973,
11/Mar/2016,Serbia,95973,95973,
12/Mar/2016,Serbia,95973,95973,
13/Mar/2016,Serbia,95973,95973,
14/Mar/2016,Serbia,95973,95973,
15/Mar/2016,Serbia,95973,95973,
16/Mar/2016,Serbia,95973,95973,
17/Mar/2016,Serbia,95973,95973,
18/Mar/2016,Serbia,95973,95973,
19/Mar/2016,Serbia,95973,95973,
20/Mar/2016,Serbia,95973,95973,
21/Mar/2016,Serbia,95973,95973,
22/Mar/2016,Serbia,95973,95973,
23/Mar/2016,Serbia,95991,95991,
24/Mar/2016,Serbia,95991,95991,
25/Mar/2016,Serbia,95991,95991,
26/Mar/2016,Serbia,95991,95991,
27/Mar/2016,Serbia,95991,95991,
28/Mar/2016,Serbia,95991,95991,
29/Mar/2016,Serbia,95991,95991,
30/Mar/2016,Serbia,95991,95991,
31/Mar/2016,Serbia,96117,96117,
01/Apr/2016,Serbia,96117,96117,
02/Apr/2016,Serbia,96117,96117,
03/Apr/2016,Serbia,96117,96117,
04/Apr/2016,Serbia,96117,96117,
05/Apr/2016,Serbia,96117,96117,
06/Apr/2016,Serbia,96117,96117,
07/Apr/2016,Serbia,96117,96117,
08/Apr/2016,Serbia,96117,96117,
09/Apr/2016,Serbia,96117,96117,
10/Apr/2016,Serbia,96117,96117,
11/Apr/2016,Serbia,96117,96117,
12/Apr/2016,Serbia,96117,96117,
13/Apr/2016,Serbia,96120,96120,
14/Apr/2016,Serbia,96120,96120,
15/Apr/2016,Serbia,96120,96120,
16/Apr/2016,Serbia,96120,96120,
17/Apr/2016,Serbia,96120,96120,
18/Apr/2016,Serbia,96120,96120,
19/Apr/2016,Serbia,96120,96120,
20/Apr/2016,Serbia,96120,96120,
21/Apr/2016,Serbia,96120,96120,
22/Apr/2016,Serbia,96120,96120,
23/Apr/2016,Serbia,96120,96120,
24/Apr/2016,Serbia,96120,96120,
25/Apr/2016,Serbia,96120,96120,
26/Apr/2016,Serbia,96120,96120,
27/Apr/2016,Serbia,96120,96120,
28/Apr/2016,Serbia,96120,96120,
29/Apr/2016,Serbia,96135,96135,
30/Apr/2016,Serbia,96135,96135,
01/May/2016,Serbia,96135,96135,
02/May/2016,Serbia,96135,96135,
03/May/2016,Serbia,96135,96135,
04/May/2016,Serbia,96135,96135,
05/May/2016,Serbia,96135,96135,
06/May/2016,Serbia,96135,96135,
07/May/2016,Serbia,96135,96135,
08/May/2016,Serbia,96135,96135,
09/May/2016,Serbia,96135,96135,
10/May/2016,Serbia,96135,96135,
11/May/2016,Serbia,96164,96164,
12/May/2016,Serbia,96164,96164,
13/May/2016,Serbia,96164,96164,
14/May/2016,Serbia,96234,96234,
15/May/2016,Serbia,96234,96234,
16/May/2016,Serbia,96234,96234,
17/May/2016,Serbia,96239,96239,
18/May/2016,Serbia,96239,96239,
19/May/2016,Serbia,96239,96239,
20/May/2016,Serbia,96259,96259,
21/May/2016,Serbia,96289,96289,
22/May/2016,Serbia,96319,96319,
23/May/2016,Serbia,96344,96344,
24/May/2016,Serbia,96344,96344,
25/May/2016,Serbia,96354,96354,
26/May/2016,Serbia,96365,96365,
27/May/2016,Serbia,96377,96377,
28/May/2016,Serbia,96392,96392,
29/May/2016,Serbia,96422,96422,
30/May/2016,Serbia,96442,96442,
31/May/2016,Serbia,96502,96502,
01/Jun/2016,Serbia,96502,96502,
02/Jun/2016,Serbia,96502,96502,
03/Jun/2016,Serbia,96532,96532,
04/Jun/2016,Serbia,96562,96562,
05/Jun/2016,Serbia,96602,96602,
06/Jun/2016,Serbia,96642,96642,
07/Jun/2016,Serbia,96677,96677,
08/Jun/2016,Serbia,96720,96720,
09/Jun/2016,Serbia,96730,96730,
10/Jun/2016,Serbia,96735,96735,
11/Jun/2016,Serbia,96750,96750,
12/Jun/2016,Serbia,96780,96780,
13/Jun/2016,Serbia,96811,96811,
14/Jun/2016,Serbia,96871,96871,
15/Jun/2016,Serbia,96884,96884,
16/Jun/2016,Serbia,96935,96935,
17/Jun/2016,Serbia,96988,96988,
18/Jun/2016,Serbia,96992,96992,
19/Jun/2016,Serbia,97097,97097,
20/Jun/2016,Serbia,97099,97099,
21/Jun/2016,Serbia,97123,97123,
22/Jun/2016,Serbia,97210,97210,
23/Jun/2016,Serbia,97210,97210,
24/Jun/2016,Serbia,97227,97227,
25/Jun/2016,Serbia,97250,97250,
26/Jun/2016,Serbia,97279,97279,
27/Jun/2016,Serbia,97320,97320,
28/Jun/2016,Serbia,97343,97343,
29/Jun/2016,Serbia,97364,97364,
30/Jun/2016,Serbia,97406,97406,
01/Jul/2016,Serbia,97472,97472,
02/Jul/2016,Serbia,97500,97500,
03/Jul/2016,Serbia,97527,97527,
04/Jul/2016,Serbia,97528,97528,
05/Jul/2016,Serbia,97533,97533,
06/Jul/2016,Serbia,97569,97569,
07/Jul/2016,Serbia,97579,97579,
08/Jul/2016,Serbia,97601,97601,
09/Jul/2016,Serbia,97601,97601,
10/Jul/2016,Serbia,97611,97611,
11/Jul/2016,Serbia,97636,97636,
12/Jul/2016,Serbia,97660,97660,
13/Jul/2016,Serbia,97667,97667,
14/Jul/2016,Serbia,97673,97673,
15/Jul/2016,Serbia,97675,97675,
16/Jul/2016,Serbia,97723,97723,
17/Jul/2016,Serbia,97752,97752,
18/Jul/2016,Serbia,97752,97752,
19/Jul/2016,Serbia,97756,97756,
20/Jul/2016,Serbia,97764,97764,
21/Jul/2016,Serbia,97777,97777,
22/Jul/2016,Serbia,97814,97814,
23/Jul/2016,Serbia,97892,97892,
24/Jul/2016,Serbia,97900,97900,
25/Jul/2016,Serbia,97903,97903,
26/Jul/2016,Serbia,97912,97912,
27/Jul/2016,Serbia,97912,97912,
28/Jul/2016,Serbia,97913,97913,
29/Jul/2016,Serbia,97924,97924,
30/Jul/2016,Serbia,97926,97926,
31/Jul/2016,Serbia,97931,97931,
01/Aug/2016,Serbia,97935,97935,
02/Aug/2016,Serbia,97937,97937,
03/Aug/2016,Serbia,97944,97944,
04/Aug/2016,Serbia,97959,97959,
05/Aug/2016,Serbia,98047,98047,
06/Aug/2016,Serbia,98073,98073,
07/Aug/2016,Serbia,98077,98077,
08/Aug/2016,Serbia,98083,98083,
09/Aug/2016,Serbia,98089,98089,
10/Aug/2016,Serbia,98115,98115,
11/Aug/2016,Serbia,98120,98120,
12/Aug/2016,Serbia,98120,98120,
13/Aug/2016,Serbia,98183,98183,
14/Aug/2016,Serbia,98199,98199,
15/Aug/2016,Serbia,98223,98223,
16/Aug/2016,Serbia,98243,98243,
17/Aug/2016,Serbia,98320,98320,
18/Aug/2016,Serbia,98368,98368,
19/Aug/2016,Serbia,98387,98387,
20/Aug/2016,Serbia,98393,98393,
21/Aug/2016,Serbia,98397,98397,
22/Aug/2016,Serbia,98413,98413,
23/Aug/2016,Serbia,98413,98413,
24/Aug/2016,Serbia,98420,98420,
25/Aug/2016,Serbia,98434,98434,
26/Aug/2016,Serbia,98439,98439,
27/Aug/2016,Serbia,98452,98452,
28/Aug/2016,Serbia,98452,98452,
29/Aug/2016,Serbia,98453,98453,
30/Aug/2016,Serbia,98454,98454,
31/Aug/2016,Serbia,98534,98534,
01/Sep/2016,Serbia,98534,98534,
02/Sep/2016,Serbia,98545,98545,
03/Sep/2016,Serbia,98595,98595,
04/Sep/2016,Serbia,98595,98595,
05/Sep/2016,Serbia,98595,98595,
06/Sep/2016,Serbia,98611,98611,
07/Sep/2016,Serbia,98627,98627,
08/Sep/2016,Serbia,98647,98647,
09/Sep/2016,Serbia,98670,98670,
10/Sep/2016,Serbia,98670,98670,
11/Sep/2016,Serbia,98670,98670,
12/Sep/2016,Serbia,98670,98670,
13/Sep/2016,Serbia,98670,98670,
14/Sep/2016,Serbia,98670,98670,
15/Sep/2016,Serbia,98670,98670,
16/Sep/2016,Serbia,98703,98703,
17/Sep/2016,Serbia,98703,98703,
18/Sep/2016,Serbia,98703,98703,
19/Sep/2016,Serbia,98703,98703,
20/Sep/2016,Serbia,98728,98728,
21/Sep/2016,Serbia,98728,98728,
22/Sep/2016,Serbia,98728,98728,
23/Sep/2016,Serbia,98728,98728,
24/Sep/2016,Serbia,98766,98766,
25/Sep/2016,Serbia,98766,98766,
26/Sep/2016,Serbia,98766,98766,
27/Sep/2016,Serbia,98770,98770,
28/Sep/2016,Serbia,98770,98770,
29/Sep/2016,Serbia,98770,98770,
30/Sep/2016,Serbia,98770,98770,
01/Oct/2016,Serbia,98772,98772,
02/Oct/2016,Serbia,98775,98775,
03/Oct/2016,Serbia,98775,98775,
04/Oct/2016,Serbia,98775,98775,
05/Oct/2016,Serbia,98775,98775,
06/Oct/2016,Serbia,98775,98775,
07/Oct/2016,Serbia,98780,98780,
08/Oct/2016,Serbia,98783,98783,
09/Oct/2016,Serbia,98783,98783,
10/Oct/2016,Serbia,98783,98783,
11/Oct/2016,Serbia,98784,98784,
12/Oct/2016,Serbia,98784,98784,
13/Oct/2016,Serbia,98784,98784,
14/Oct/2016,Serbia,98784,98784,
15/Oct/2016,Serbia,98784,98784,
16/Oct/2016,Serbia,98784,98784,
17/Oct/2016,Serbia,98784,98784,
18/Oct/2016,Serbia,98784,98784,
19/Oct/2016,Serbia,98784,98784,
20/Oct/2016,Serbia,98784,98784,
21/Oct/2016,Serbia,98784,98784,
22/Oct/2016,Serbia,98784,98784,
23/Oct/2016,Serbia,98791,98791,
24/Oct/2016,Serbia,98791,98791,
25/Oct/2016,Serbia,98791,98791,
26/Oct/2016,Serbia,98791,98791,
27/Oct/2016,Serbia,98792,98792,
28/Oct/2016,Serbia,98792,98792,
29/Oct/2016,Serbia,98792,98792,
30/Oct/2016,Serbia,98792,98792,
31/Oct/2016,Serbia,98792,98792,
01/Nov/2016,Serbia,98792,98792,
02/Nov/2016,Serbia,98799,98799,
03/Nov/2016,Serbia,98799,98799,
04/Nov/2016,Serbia,98806,98806,
05/Nov/2016,Serbia,98806,98806,
06/Nov/2016,Serbia,98806,98806,
07/Nov/2016,Serbia,98806,98806,
08/Nov/2016,Serbia,98808,98808,
09/Nov/2016,Serbia,98817,98817,
10/Nov/2016,Serbia,98817,98817,
11/Nov/2016,Serbia,98824,98824,
12/Nov/2016,Serbia,98824,98824,
13/Nov/2016,Serbia,98829,98829,
14/Nov/2016,Serbia,98829,98829,
15/Nov/2016,Serbia,98829,98829,
16/Nov/2016,Serbia,98844,98844,
17/Nov/2016,Serbia,98859,98859,
18/Nov/2016,Serbia,98890,98890,
19/Nov/2016,Serbia,98897,98897,
20/Nov/2016,Serbia,98901,98901,
21/Nov/2016,Serbia,98909,98909,
22/Nov/2016,Serbia,98909,98909,
23/Nov/2016,Serbia,98909,98909,
24/Nov/2016,Serbia,98909,98909,
25/Nov/2016,Serbia,98918,98918,
26/Nov/2016,Serbia,98930,98930,
27/Nov/2016,Serbia,98962,98962,
28/Nov/2016,Serbia,98970,98970,
29/Nov/2016,Serbia,98973,98973,
30/Nov/2016,Serbia,98975,98975,
01/Dec/2016,Serbia,98975,98975,
02/Dec/2016,Serbia,98975,98975,
03/Dec/2016,Serbia,98975,98975,
04/Dec/2016,Serbia,98975,98975,
05/Dec/2016,Serbia,98975,98975,
06/Dec/2016,Serbia,98975,98975,
07/Dec/2016,Serbia,98975,98975,
08/Dec/2016,Serbia,98975,98975,
09/Dec/2016,Serbia,98975,98975,
10/Dec/2016,Serbia,98975,98975,
11/Dec/2016,Serbia,98975,98975,
12/Dec/2016,Serbia,98975,98975,
13/Dec/2016,Serbia,98975,98975,
14/Dec/2016,Serbia,98975,98975,
15/Dec/2016,Serbia,98975,98975,
16/Dec/2016,Serbia,98975,98975,
17/Dec/2016,Serbia,98975,98975,
18/Dec/2016,Serbia,98975,98975,
19/Dec/2016,Serbia,98975,98975,
20/Dec/2016,Serbia,98975,98975,
21/Dec/2016,Serbia,98975,98975,
22/Dec/2016,Serbia,98975,98975,
23/Dec/2016,Serbia,98975,98975,
24/Dec/2016,Serbia,98975,98975,
25/Dec/2016,Serbia,98975,98975,
26/Dec/2016,Serbia,98975,98975,
27/Dec/2016,Serbia,98975,98975,
28/Dec/2016,Serbia,98975,98975,
29/Dec/2016,Serbia,98975,98975,
30/Dec/2016,Serbia,98975,98975,
31/Dec/2016,Serbia,98975,98975,
01/Jan/2016,Slovenia,2914,2914,
02/Jan/2016,Slovenia,6604,6604,
03/Jan/2016,Slovenia,10223,10223,
04/Jan/2016,Slovenia,11931,11931,
05/Jan/2016,Slovenia,14557,14557,
06/Jan/2016,Slovenia,17107,17107,
07/Jan/2016,Slovenia,19444,19444,
08/Jan/2016,Slovenia,21823,21823,
09/Jan/2016,Slovenia,24453,24453,
10/Jan/2016,Slovenia,25333,25333,
11/Jan/2016,Slovenia,26230,26230,
12/Jan/2016,Slovenia,27538,27538,
13/Jan/2016,Slovenia,29082,29082,
14/Jan/2016,Slovenia,31531,31531,
15/Jan/2016,Slovenia,33964,33964,
16/Jan/2016,Slovenia,36520,36520,
17/Jan/2016,Slovenia,38228,38228,
18/Jan/2016,Slovenia,40011,40011,
19/Jan/2016,Slovenia,41487,41487,
20/Jan/2016,Slovenia,42641,42641,
21/Jan/2016,Slovenia,44428,44428,
22/Jan/2016,Slovenia,45883,45883,
23/Jan/2016,Slovenia,46297,46297,
24/Jan/2016,Slovenia,47861,47861,
25/Jan/2016,Slovenia,49584,49584,
26/Jan/2016,Slovenia,49910,49910,
27/Jan/2016,Slovenia,52845,52845,
28/Jan/2016,Slovenia,55564,55564,
29/Jan/2016,Slovenia,58980,58980,
30/Jan/2016,Slovenia,61536,61536,
31/Jan/2016,Slovenia,62785,62785,
01/Feb/2016,Slovenia,63501,63501,
02/Feb/2016,Slovenia,64266,64266,
03/Feb/2016,Slovenia,65107,65107,
04/Feb/2016,Slovenia,66840,66840,
05/Feb/2016,Slovenia,68553,68553,
06/Feb/2016,Slovenia,71133,71133,
07/Feb/2016,Slovenia,73827,73827,
08/Feb/2016,Slovenia,76409,76409,
09/Feb/2016,Slovenia,79214,79214,
10/Feb/2016,Slovenia,81851,81851,
11/Feb/2016,Slovenia,84398,84398,
12/Feb/2016,Slovenia,86172,86172,
13/Feb/2016,Slovenia,88748,88748,
14/Feb/2016,Slovenia,91408,91408,
15/Feb/2016,Slovenia,91924,91924,
16/Feb/2016,Slovenia,92639,92639,
17/Feb/2016,Slovenia,93408,93408,
18/Feb/2016,Slovenia,93408,93408,
19/Feb/2016,Slovenia,93815,93815,
20/Feb/2016,Slovenia,94643,94643,
21/Feb/2016,Slovenia,95266,95266,
22/Feb/2016,Slovenia,95266,95266,
23/Feb/2016,Slovenia,95266,95266,
24/Feb/2016,Slovenia,95744,95744,
25/Feb/2016,Slovenia,96586,96586,
26/Feb/2016,Slovenia,96840,96840,
27/Feb/2016,Slovenia,97222,97222,
28/Feb/2016,Slovenia,97580,97580,
29/Feb/2016,Slovenia,97580,97580,
01/Mar/2016,Slovenia,98046,98046,
02/Mar/2016,Slovenia,98525,98525,
03/Mar/2016,Slovenia,98525,98525,
04/Mar/2016,Slovenia,98934,98934,
05/Mar/2016,Slovenia,99187,99187,
06/Mar/2016,Slovenia,99187,99187,
07/Mar/2016,Slovenia,99187,99187,
08/Mar/2016,Slovenia,99187,99187,
09/Mar/2016,Slovenia,99187,99187,
10/Mar/2016,Slovenia,99187,99187,
11/Mar/2016,Slovenia,99187,99187,
12/Mar/2016,Slovenia,99187,99187,
13/Mar/2016,Slovenia,99187,99187,
14/Mar/2016,Slovenia,99187,99187,
15/Mar/2016,Slovenia,99187,99187,
16/Mar/2016,Slovenia,99187,99187,
17/Mar/2016,Slovenia,99187,99187,
18/Mar/2016,Slovenia,99187,99187,
19/Mar/2016,Slovenia,99187,99187,
20/Mar/2016,Slovenia,99187,99187,
21/Mar/2016,Slovenia,99187,99187,
22/Mar/2016,Slovenia,99187,99187,
23/Mar/2016,Slovenia,99187,99187,
24/Mar/2016,Slovenia,99187,99187,
25/Mar/2016,Slovenia,99187,99187,
26/Mar/2016,Slovenia,99187,99187,
27/Mar/2016,Slovenia,99187,99187,
28/Mar/2016,Slovenia,99187,99187,
29/Mar/2016,Slovenia,99187,99187,
30/Mar/2016,Slovenia,99187,99187,
31/Mar/2016,Slovenia,99187,99187,
01/Apr/2016,Slovenia,99187,99187,
02/Apr/2016,Slovenia,99187,99187,
03/Apr/2016,Slovenia,99187,99187,
04/Apr/2016,Slovenia,99187,99187,
05/Apr/2016,Slovenia,99187,99187,
06/Apr/2016,Slovenia,99187,99187,
07/Apr/2016,Slovenia,99187,99187,
08/Apr/2016,Slovenia,99187,99187,
09/Apr/2016,Slovenia,99187,99187,
10/Apr/2016,Slovenia,99187,99187,
11/Apr/2016,Slovenia,99187,99187,
12/Apr/2016,Slovenia,99187,99187,
13/Apr/2016,Slovenia,99187,99187,
14/Apr/2016,Slovenia,99187,99187,
15/Apr/2016,Slovenia,99187,99187,
16/Apr/2016,Slovenia,99187,99187,
17/Apr/2016,Slovenia,99187,99187,
18/Apr/2016,Slovenia,99187,99187,
19/Apr/2016,Slovenia,99187,99187,
20/Apr/2016,Slovenia,99187,99187,
21/Apr/2016,Slovenia,99187,99187,
22/Apr/2016,Slovenia,99187,99187,
23/Apr/2016,Slovenia,99187,99187,
24/Apr/2016,Slovenia,99187,99187,
25/Apr/2016,Slovenia,99187,99187,
26/Apr/2016,Slovenia,99187,99187,
27/Apr/2016,Slovenia,99187,99187,
28/Apr/2016,Slovenia,99187,99187,
29/Apr/2016,Slovenia,99187,99187,
30/Apr/2016,Slovenia,99187,99187,
01/May/2016,Slovenia,99187,99187,
02/May/2016,Slovenia,99187,99187,
03/May/2016,Slovenia,99187,99187,
04/May/2016,Slovenia,99187,99187,
05/May/2016,Slovenia,99187,99187,
06/May/2016,Slovenia,99187,99187,
07/May/2016,Slovenia,99187,99187,
08/May/2016,Slovenia,99187,99187,
09/May/2016,Slovenia,99187,99187,
10/May/2016,Slovenia,99187,99187,
11/May/2016,Slovenia,99187,99187,
12/May/2016,Slovenia,99187,99187,
13/May/2016,Slovenia,99187,99187,
14/May/2016,Slovenia,99187,99187,
15/May/2016,Slovenia,99187,99187,
16/May/2016,Slovenia,99187,99187,
17/May/2016,Slovenia,99187,99187,
18/May/2016,Slovenia,99187,99187,
19/May/2016,Slovenia,99187,99187,
20/May/2016,Slovenia,99187,99187,
21/May/2016,Slovenia,99187,99187,
22/May/2016,Slovenia,99187,99187,
23/May/2016,Slovenia,99187,99187,
24/May/2016,Slovenia,99187,99187,
25/May/2016,Slovenia,99187,99187,
26/May/2016,Slovenia,99187,99187,
27/May/2016,Slovenia,99187,99187,
28/May/2016,Slovenia,99187,99187,
29/May/2016,Slovenia,99187,99187,
30/May/2016,Slovenia,99187,99187,
31/May/2016,Slovenia,99187,99187,
01/Jun/2016,Slovenia,99187,99187,
02/Jun/2016,Slovenia,99187,99187,
03/Jun/2016,Slovenia,99187,99187,
04/Jun/2016,Slovenia,99187,99187,
05/Jun/2016,Slovenia,99187,99187,
06/Jun/2016,Slovenia,99187,99187,
07/Jun/2016,Slovenia,99187,99187,
08/Jun/2016,Slovenia,99187,99187,
09/Jun/2016,Slovenia,99187,99187,
10/Jun/2016,Slovenia,99187,99187,
11/Jun/2016,Slovenia,99187,99187,
12/Jun/2016,Slovenia,99187,99187,
13/Jun/2016,Slovenia,99187,99187,
14/Jun/2016,Slovenia,99187,99187,
15/Jun/2016,Slovenia,99187,99187,
16/Jun/2016,Slovenia,99187,99187,
17/Jun/2016,Slovenia,99187,99187,
18/Jun/2016,Slovenia,99187,99187,
19/Jun/2016,Slovenia,99187,99187,
20/Jun/2016,Slovenia,99187,99187,
21/Jun/2016,Slovenia,99187,99187,
22/Jun/2016,Slovenia,99187,99187,
23/Jun/2016,Slovenia,99187,99187,
24/Jun/2016,Slovenia,99187,99187,
25/Jun/2016,Slovenia,99187,99187,
26/Jun/2016,Slovenia,99187,99187,
27/Jun/2016,Slovenia,99187,99187,
28/Jun/2016,Slovenia,99187,99187,
29/Jun/2016,Slovenia,99187,99187,
30/Jun/2016,Slovenia,99187,99187,
01/Jul/2016,Slovenia,99187,99187,
02/Jul/2016,Slovenia,99187,99187,
03/Jul/2016,Slovenia,99187,99187,
04/Jul/2016,Slovenia,99187,99187,
05/Jul/2016,Slovenia,99187,99187,
06/Jul/2016,Slovenia,99187,99187,
07/Jul/2016,Slovenia,99187,99187,
08/Jul/2016,Slovenia,99187,99187,
09/Jul/2016,Slovenia,99187,99187,
10/Jul/2016,Slovenia,99187,99187,
11/Jul/2016,Slovenia,99187,99187,
12/Jul/2016,Slovenia,99187,99187,
13/Jul/2016,Slovenia,99187,99187,
14/Jul/2016,Slovenia,99187,99187,
15/Jul/2016,Slovenia,99187,99187,
16/Jul/2016,Slovenia,99187,99187,
17/Jul/2016,Slovenia,99187,99187,
18/Jul/2016,Slovenia,99187,99187,
19/Jul/2016,Slovenia,99187,99187,
20/Jul/2016,Slovenia,99187,99187,
21/Jul/2016,Slovenia,99187,99187,
22/Jul/2016,Slovenia,99187,99187,
23/Jul/2016,Slovenia,99187,99187,
24/Jul/2016,Slovenia,99187,99187,
25/Jul/2016,Slovenia,99187,99187,
26/Jul/2016,Slovenia,99187,99187,
27/Jul/2016,Slovenia,99187,99187,
28/Jul/2016,Slovenia,99187,99187,
29/Jul/2016,Slovenia,99187,99187,
30/Jul/2016,Slovenia,99187,99187,
31/Jul/2016,Slovenia,99187,99187,
01/Aug/2016,Slovenia,99187,99187,
02/Aug/2016,Slovenia,99187,99187,
03/Aug/2016,Slovenia,99187,99187,
04/Aug/2016,Slovenia,99187,99187,
05/Aug/2016,Slovenia,99187,99187,
06/Aug/2016,Slovenia,99187,99187,
07/Aug/2016,Slovenia,99187,99187,
08/Aug/2016,Slovenia,99187,99187,
09/Aug/2016,Slovenia,99187,99187,
10/Aug/2016,Slovenia,99187,99187,
11/Aug/2016,Slovenia,99187,99187,
12/Aug/2016,Slovenia,99187,99187,
13/Aug/2016,Slovenia,99187,99187,
14/Aug/2016,Slovenia,99187,99187,
15/Aug/2016,Slovenia,99187,99187,
16/Aug/2016,Slovenia,99187,99187,
17/Aug/2016,Slovenia,99187,99187,
18/Aug/2016,Slovenia,99187,99187,
19/Aug/2016,Slovenia,99187,99187,
20/Aug/2016,Slovenia,99187,99187,
21/Aug/2016,Slovenia,99187,99187,
22/Aug/2016,Slovenia,99187,99187,
23/Aug/2016,Slovenia,99187,99187,
24/Aug/2016,Slovenia,99187,99187,
25/Aug/2016,Slovenia,99187,99187,
26/Aug/2016,Slovenia,99187,99187,
27/Aug/2016,Slovenia,99187,99187,
28/Aug/2016,Slovenia,99187,99187,
29/Aug/2016,Slovenia,99187,99187,
30/Aug/2016,Slovenia,99187,99187,
31/Aug/2016,Slovenia,99187,99187,
01/Sep/2016,Slovenia,99187,99187,
02/Sep/2016,Slovenia,99187,99187,
03/Sep/2016,Slovenia,99187,99187,
04/Sep/2016,Slovenia,99187,99187,
05/Sep/2016,Slovenia,99187,99187,
06/Sep/2016,Slovenia,99187,99187,
07/Sep/2016,Slovenia,99187,99187,
08/Sep/2016,Slovenia,99187,99187,
09/Sep/2016,Slovenia,99187,99187,
10/Sep/2016,Slovenia,99187,99187,
11/Sep/2016,Slovenia,99187,99187,
12/Sep/2016,Slovenia,99187,99187,
13/Sep/2016,Slovenia,99187,99187,
14/Sep/2016,Slovenia,99187,99187,
15/Sep/2016,Slovenia,99187,99187,
16/Sep/2016,Slovenia,99187,99187,
17/Sep/2016,Slovenia,99187,99187,
18/Sep/2016,Slovenia,99187,99187,
19/Sep/2016,Slovenia,99187,99187,
20/Sep/2016,Slovenia,99187,99187,
21/Sep/2016,Slovenia,99187,99187,
22/Sep/2016,Slovenia,99187,99187,
23/Sep/2016,Slovenia,99187,99187,
24/Sep/2016,Slovenia,99187,99187,
25/Sep/2016,Slovenia,99187,99187,
26/Sep/2016,Slovenia,99187,99187,
27/Sep/2016,Slovenia,99187,99187,
28/Sep/2016,Slovenia,99187,99187,
29/Sep/2016,Slovenia,99187,99187,
30/Sep/2016,Slovenia,99187,99187,
01/Oct/2016,Slovenia,99187,99187,
02/Oct/2016,Slovenia,99187,99187,
03/Oct/2016,Slovenia,99187,99187,
04/Oct/2016,Slovenia,99187,99187,
05/Oct/2016,Slovenia,99187,99187,
06/Oct/2016,Slovenia,99187,99187,
07/Oct/2016,Slovenia,99187,99187,
08/Oct/2016,Slovenia,99187,99187,
09/Oct/2016,Slovenia,99187,99187,
10/Oct/2016,Slovenia,99187,99187,
11/Oct/2016,Slovenia,99187,99187,
12/Oct/2016,Slovenia,99187,99187,
13/Oct/2016,Slovenia,99187,99187,
14/Oct/2016,Slovenia,99187,99187,
15/Oct/2016,Slovenia,99187,99187,
16/Oct/2016,Slovenia,99187,99187,
17/Oct/2016,Slovenia,99187,99187,
18/Oct/2016,Slovenia,99187,99187,
19/Oct/2016,Slovenia,99187,99187,
20/Oct/2016,Slovenia,99187,99187,
21/Oct/2016,Slovenia,99187,99187,
22/Oct/2016,Slovenia,99187,99187,
23/Oct/2016,Slovenia,99187,99187,
24/Oct/2016,Slovenia,99187,99187,
25/Oct/2016,Slovenia,99187,99187,
26/Oct/2016,Slovenia,99187,99187,
27/Oct/2016,Slovenia,99187,99187,
28/Oct/2016,Slovenia,99187,99187,
29/Oct/2016,Slovenia,99187,99187,
30/Oct/2016,Slovenia,99187,99187,
