Report Date,Country name,Cumulative Total,Cumulative Land,Cumulative Sea
31/Oct/2016,Slovenia,99187,99187,
01/Nov/2016,Slovenia,99187,99187,
02/Nov/2016,Slovenia,99187,99187,
03/Nov/2016,Slovenia,99187,99187,
04/Nov/2016,Slovenia,99187,99187,
05/Nov/2016,Slovenia,99187,99187,
06/Nov/2016,Slovenia,99187,99187,
07/Nov/2016,Slovenia,99187,99187,
08/Nov/2016,Slovenia,99187,99187,
09/Nov/2016,Slovenia,99187,99187,
10/Nov/2016,Slovenia,99187,99187,
11/Nov/2016,Slovenia,99187,99187,
12/Nov/2016,Slovenia,99187,99187,
13/Nov/2016,Slovenia,99187,99187,
14/Nov/2016,Slovenia,99187,99187,
15/Nov/2016,Slovenia,99187,99187,
16/Nov/2016,Slovenia,99187,99187,
17/Nov/2016,Slovenia,99187,99187,
18/Nov/2016,Slovenia,99187,99187,
19/Nov/2016,Slovenia,99187,99187,
20/Nov/2016,Slovenia,99187,99187,
21/Nov/2016,Slovenia,99187,99187,
22/Nov/2016,Slovenia,99187,99187,
23/Nov/2016,Slovenia,99187,99187,
24/Nov/2016,Slovenia,99187,99187,
25/Nov/2016,Slovenia,99187,99187,
26/Nov/2016,Slovenia,99187,99187,
27/Nov/2016,Slovenia,99187,99187,
28/Nov/2016,Slovenia,99187,99187,
29/Nov/2016,Slovenia,99187,99187,
30/Nov/2016,Slovenia,99187,99187,
01/Dec/2016,Slovenia,99187,99187,
02/Dec/2016,Slovenia,99187,99187,
03/Dec/2016,Slovenia,99187,99187,
04/Dec/2016,Slovenia,99187,99187,
05/Dec/2016,Slovenia,99187,99187,
06/Dec/2016,Slovenia,99187,99187,
07/Dec/2016,Slovenia,99187,99187,
08/Dec/2016,Slovenia,99187,99187,
09/Dec/2016,Slovenia,99187,99187,
10/Dec/2016,Slovenia,99187,99187,
11/Dec/2016,Slovenia,99187,99187,
12/Dec/2016,Slovenia,99187,99187,
13/Dec/2016,Slovenia,99187,99187,
14/Dec/2016,Slovenia,99187,99187,
15/Dec/2016,Slovenia,99187,99187,
16/Dec/2016,Slovenia,99187,99187,
17/Dec/2016,Slovenia,99187,99187,
18/Dec/2016,Slovenia,99187,99187,
19/Dec/2016,Slovenia,99187,99187,
20/Dec/2016,Slovenia,99187,99187,
21/Dec/2016,Slovenia,99187,99187,
22/Dec/2016,Slovenia,99187,99187,
23/Dec/2016,Slovenia,99187,99187,
24/Dec/2016,Slovenia,99187,99187,
25/Dec/2016,Slovenia,99187,99187,
26/Dec/2016,Slovenia,99187,99187,
27/Dec/2016,Slovenia,99187,99187,
28/Dec/2016,Slovenia,99187,99187,
29/Dec/2016,Slovenia,99187,99187,
30/Dec/2016,Slovenia,99187,99187,
31/Dec/2016,Slovenia,99187,99187,
